candidate,sentiment,subject_matter,tweet_text,tweet_created
Rand Paul,Negative,None of the above,RT @Popehat: #GOPDebates Paul: I'm talking about getting warrants from judges. Go get a big hug from Obama,8/6/15 21:35
No candidate mentioned,Neutral,None of the above,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,8/6/15 21:35
No candidate mentioned,Negative,Abortion,RT @_KingMalcolm: I am pro life unless a cop is involved - GOP candidates #GOPDebates,8/6/15 21:35
Scott Walker,Negative,Racial issues,@ColorOfChange @megynkelly @ScottWalker @Dr_DrewZC: #BlackLivesMatter is a cop killing movement. #GOPDebates,8/6/15 21:35
Donald Trump,Positive,FOX News or Moderators,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. ________ #GOPDebate  #GOPDebates,8/6/15 21:35
Ted Cruz,Positive,None of the above,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, ________ #GOPDebate  #G_ _",8/6/15 21:35
Ted Cruz,Positive,None of the above,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, ________ #GOPDebate  #GOPDebates",8/6/15 21:35
Chris Christie,Negative,None of the above,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. ________ #GOPDebates  #GOPDebates,8/6/15 21:35
No candidate mentioned,Neutral,None of the above,Twitter is the transcript of all of us talking to our TV sets_ _ #gopdebates https://t.co/px9hHatLd8,8/6/15 21:35
Donald Trump,Positive,FOX News or Moderators,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead ________ #GOPD_ _,8/6/15 21:35
No candidate mentioned,Negative,Racial issues,@HipHopPrez @Dr_DrewZC: #BlackLivesMatter is a cop killing movement. #GOPDebates,8/6/15 21:35
Ted Cruz,Negative,FOX News or Moderators,@DebsSay @FoxNews @Ted I noticed too! #GOPDebate  #GOPDebates they keep starting with Bush GRR,8/6/15 21:35
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:35
No candidate mentioned,Negative,Racial issues,Via @NPR: Why Is Milwaukee So Bad For Black People? http://t.co/ftGSvpR78q #ScottWalker #GOPDebates,8/6/15 21:35
John Kasich,Neutral,None of the above,Is Kasich actually a republican? #GOPDebates,8/6/15 21:35
No candidate mentioned,Neutral,None of the above,RT @RaisedByCulture: Who else got a Straight Outta Compton commercial during #GOPDebates,8/6/15 21:35
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. ________  #GOPDebate  #GOPDebates,8/6/15 21:35
Donald Trump,Negative,Immigration,"@pattonoswalt @MedievalTimes He sure did. Come on down to the border, with its jousting, jugglers and large meats! #GOPDebates",8/6/15 21:35
Scott Walker,Positive,Racial issues,Walker walks that #BlackLivesMatter  question pretty  decently #GOPDebates,8/6/15 21:35
No candidate mentioned,Negative,Women's Issues (not abortion though),"RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #_ _",8/6/15 21:35
Chris Christie,Negative,None of the above,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. ________ #GOPDebates  #GOPDebates,8/6/15 21:35
Donald Trump,Positive,None of the above,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. ________ #GOPDebate  #GOPDebates,8/6/15 21:35
Donald Trump,Positive,None of the above,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. ________ #GOPDebate  #GOPDebates,8/6/15 21:35
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. ________  #GOPDebate  #GOPDebates,8/6/15 21:35
John Kasich,Positive,None of the above,RT @SalMasekela: Is Kasich aware that he's making sense? #GOPDebates,8/6/15 21:35
No candidate mentioned,Negative,Racial issues,@InvisibleObama @Dr_DrewZC: #BlackLivesMatter is a cop killing movement. #GOPdebates,8/6/15 21:35
Jeb Bush,Negative,None of the above,"RT @Mariacka: Newsflash, JEB - You won't unite the country with #CommonCore. Please!  LOL! #GOPDebates",8/6/15 21:35
No candidate mentioned,Negative,None of the above,RT @reelthyme17: Believe it or not I'm not getting any air...  #GOPDebates http://t.co/lIP17r5HNj,8/6/15 21:35
Ted Cruz,Negative,FOX News or Moderators,"RT @marymauldin: Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? 
I'm LOL at how you refuse to ask him questions!
#GOPDebat_ _",8/6/15 21:35
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:35
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? ________ #GOPDebate  _ _,8/6/15 21:35
No candidate mentioned,Neutral,None of the above,"So, this Costco Cotes du Rone_ _give it about 30 minutes to open up. It's a great sipping wine #GOPDebates #ForYourNextParty",8/6/15 21:35
No candidate mentioned,Neutral,Racial issues,@keithboykin @Dr_DrewZC: #BlackLivesMatter is a cop killing movement. #GOPdebates,8/6/15 21:35
No candidate mentioned,Neutral,Foreign Policy,"The real question we've not heard so far is what will the candidates do about the New Labour Taliban?
#GOPdebates http://t.co/MM6RP3iG5l",8/6/15 21:35
No candidate mentioned,Neutral,FOX News or Moderators,RT @SalMasekela: Straight Outta Compton commercial on Fox News. Well played. ___Ç__èè #GOPDebates,8/6/15 21:35
Jeb Bush,Negative,None of the above,"RT @PuestoLoco: .@dccc @PPFA
Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush http://t.co/b_ _",8/6/15 21:35
No candidate mentioned,Negative,Racial issues,Only one question on black lives matter? Wow! #GOPDebate #GOPDebates,8/6/15 21:35
Donald Trump,Neutral,None of the above,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. ________ #GOPDebate  #GOPDebates,8/6/15 21:35
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:35
No candidate mentioned,Negative,None of the above,RT @secretcabdriver: Bernie Sanders would wipe the floor with ALL of these clowns. #FeelTheBern #DebateWithBernie #GOPDebates,8/6/15 21:35
Ted Cruz,Negative,FOX News or Moderators,"RT @marymauldin: Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? 
I'm LOL at how you refuse to ask him questions!
#GOPDebat_ _",8/6/15 21:35
Ben Carson,Negative,Racial issues,@sbellelauren @Dr_DrewZC: #BlackLivesMatter is a cop killing movement. #GOPDebates,8/6/15 21:35
No candidate mentioned,Negative,None of the above,"This is like the TV show ""Review"" right?  They have to review obvious topics and fuck them up.  #GOPDebates",8/6/15 21:35
Donald Trump,Negative,FOX News or Moderators,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. ________ #GOPDebate  #GOPDebates",8/6/15 21:35
Donald Trump,Positive,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:35
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. ________  #GOPDebate  #GOPDebates,8/6/15 21:35
Donald Trump,Neutral,FOX News or Moderators,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. ________ #GOPDebate  #GOPDebates,8/6/15 21:35
Jeb Bush,Negative,FOX News or Moderators,"RT @PuestoLoco: Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush #morningjoe http://t.co/bg_ _",8/6/15 21:35
John Kasich,Positive,None of the above,RT @SalMasekela: Is Kasich aware that he's making sense? #GOPDebates,8/6/15 21:35
Jeb Bush,Negative,FOX News or Moderators,"RT @PuestoLoco: .@dccc @PPFA
Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush http://t.co/b_ _",8/6/15 21:35
No candidate mentioned,Neutral,FOX News or Moderators,RT @SalMasekela: Straight Outta Compton commercial on Fox News. Well played. ___Ç__èè #GOPDebates,8/6/15 21:35
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:35
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? ________ #GOPDebate  _ _,8/6/15 21:36
No candidate mentioned,Negative,FOX News or Moderators,- No longer any true #conservatives in politics; or Kennedy #democrats for that matter #GOPDebate #GOPDebates @megynkelly,8/6/15 21:36
No candidate mentioned,Neutral,None of the above,RT @RaisedByCulture: Who else got a Straight Outta Compton commercial during #GOPDebates,8/6/15 21:36
No candidate mentioned,Negative,Racial issues,@_BrothaG: #BlackLivesMatter is a cop killing movement. #GOPdebates,8/6/15 21:36
Donald Trump,Positive,None of the above,Trump was the only one saying things we thought. Being NOT politically correct makes you a target. #GOPDebates  https://t.co/NQWL659HZE,8/6/15 21:36
No candidate mentioned,Neutral,Abortion,RT @_KingMalcolm: I am pro life unless a cop is involved - GOP candidates #GOPDebates,8/6/15 21:36
No candidate mentioned,Negative,None of the above,RT @libertywwnf: This debate? I know nothing more and probably less about these candidates now than I did this morning :-( #GOPDebates,8/6/15 21:36
Jeb Bush,Negative,None of the above,@JebBush  is out #GOPDebates,8/6/15 21:36
Ben Carson,Positive,None of the above,RT @tonibirdsong: I like @RealBenCarson a lot too but wish he had more air time to express his views. #GOPdebates ________,8/6/15 21:36
No candidate mentioned,Negative,Racial issues,This is Fox News we knew damn well that they won't like gays or black people #GOPdebates,8/6/15 21:36
Donald Trump,Neutral,None of the above,View from our window as we watch the #GOPdebates #trump #donaldtrump who stands out to you? https://t.co/e4r4FX4jqE,8/6/15 21:36
No candidate mentioned,Negative,None of the above,RT @rossramsey: Twitter is the transcript of all of us talking to our TV sets_ _ #gopdebates https://t.co/px9hHatLd8,8/6/15 21:36
Ted Cruz,Neutral,None of the above,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, ________ #GOPDebate  #G_ _",8/6/15 21:36
Donald Trump,Positive,Immigration,"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates",8/6/15 21:36
No candidate mentioned,Neutral,None of the above,Where's #JonStewart when you need him? #GOPDebates,8/6/15 21:36
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? ________ #GOPDebate  _ _,8/6/15 21:36
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates ________,8/6/15 21:36
Donald Trump,Positive,Immigration,"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates",8/6/15 21:36
No candidate mentioned,Negative,Racial issues,"RT @Pudingtane: #gopdebates questions r worded like personal attacks, including half truths. They stated cops were targeting blacks. That's_ _",8/6/15 21:36
No candidate mentioned,Negative,Racial issues,@GeekNStereo: #BlackLivesMatter is a cop killing movement. #GOPdebates,8/6/15 21:36
No candidate mentioned,Neutral,None of the above,RT @rossramsey: Twitter is the transcript of all of us talking to our TV sets_ _ #gopdebates https://t.co/px9hHatLd8,8/6/15 21:36
No candidate mentioned,Neutral,None of the above,RT @RaisedByCulture: Who else got a Straight Outta Compton commercial during #GOPDebates,8/6/15 21:36
No candidate mentioned,Neutral,None of the above,RT @rossramsey: Twitter is the transcript of all of us talking to our TV sets_ _ #gopdebates https://t.co/px9hHatLd8,8/6/15 21:36
No candidate mentioned,Negative,None of the above,I'm popeye the sailor man... #GopDebates http://t.co/4jO4UQng89,8/6/15 21:36
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates ________,8/6/15 21:36
No candidate mentioned,Negative,None of the above,This debate? I know nothing more and probably less about these candidates now than I did this morning :-( #GOPDebates,8/6/15 21:36
Ben Carson,Positive,FOX News or Moderators,I like @RealBenCarson a lot too but wish he had more air time to express his views. #GOPdebates ________,8/6/15 21:36
No candidate mentioned,Neutral,Racial issues,Shoutout to whoever decided to put an ad for #straightouttacompton on the #GOPdebates right after the question about Black people being shot,8/6/15 21:36
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates ________,8/6/15 21:36
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:36
Ted Cruz,Negative,None of the above,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, ________ #GOPDebate  #G_ _",8/6/15 21:36
No candidate mentioned,Neutral,FOX News or Moderators,Straight Outta Compton commercial on Fox News. Well played peeps. #GOPDebates,8/6/15 21:36
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? ________ #GOPDebate  _ _,8/6/15 21:36
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates ________,8/6/15 21:36
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates ________,8/6/15 21:36
Mike Huckabee,Negative,None of the above,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9,8/6/15 21:36
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates ________,8/6/15 21:36
